CC1=CCC2CC1C2(C)CCC=C(C)CO
COC1=CC(=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O
CC1(C=CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)C
CC1(C=CC2=C(O1)C=C3C(=C2OC)C=CC(=O)O3)C
CC1(C=CC2=C(O1)C=C3C(=C2OC)C=CC(=O)O3)C
C1=CC(=O)OC2=C(C3=C(C=CO3)C=C21)O
COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
C1=NC2=C(C(=O)N=C(N2)N)NC1=O
CC=C(C)C(=O)OC1CC2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C
CC(=CCC1CC2(C(=O)C(=C(C3=CC(=C(C=C3)O)O)O)C(=O)C(C2=O)(C1(C)C)CC=C(C)C)CC(CCC(=C)C)C(=C)C)C
CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3
CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1(C)O)OC)OC)OC)OC)OCO3
CC1(CCC2C(=CCC3C2(CCC(C3C(=O)OC)O)C)C1)C(CO)O
CC1=C2C=CC3=C(C2=C[N+]4=C1C5=CC6=C(C=C5CC4)OCO6)OCO3.[OH-]
COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O
CC1=C(C(=O)OC(C1)C(C)(C2CCC3C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C)O)C
CC1=C(C(=O)OC(C1)C(C)(C2(CCC3(C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C)O)O)O)C
CC1=C(C(=O)OC(C1)C(C)(C2(CCC3(C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C)O)O)O)C
CC1=C(COC1=O)CC(C(C)C2CCC3C2(CCC4C3CC5C6(C4(C(=O)C=CC6O)C)O5)C)O
CC(=O)OCC12C(C(C3C(C14C(C(C(C2OC(=O)C)OC(=O)C5=COC=C5)OC(=O)C(CCC6=C(C=CC=N6)C(=O)OCC3(O4)C)(C)O)(C)O)OC(=O)C)OC(=O)C)OC(=O)C
CC1(C2CCC3(C(C2(CCC1=O)C)CC=C4C3(CCC5(C4CC6(CC5OC6=O)C)C)C)C)C
CC1(C2CCC3(C(C2(CCC1O)C)CC=C4C3(CCC5(C4CC6(CC5OC6=O)C)C)C)C)C
CC1CCC2=C(C=CC=N2)C(=O)OCC3(C4C(C(C5(C(C(C(C(C5(C4OC(=O)C)O3)(C)O)OC1=O)OC(=O)C6=CC=CC=C6)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C
CC1CCC2=C(C=CC=N2)C(=O)OCC3(C4C(C(C5(C(C(C(C(C5(C4OC(=O)C)O3)(C)O)OC1=O)OC(=O)C6=COC=C6)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)C
CC(=O)OCC12C(C(C3C(C14C(C(C(C2OC(=O)C)OC(=O)C5=CC=CC=C5)OC(=O)C(CCC6=C(C=CC=N6)C(=O)OCC3(O4)C)(C)O)(C)O)OC(=O)C)OC(=O)C)OC(=O)C
COC1=C(C=CC(=C1)CC2C(=O)OCC2(CC3=CC(=C(C=C3)O)OC)O)O
COC1=CC2=C(C(=C1)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O)C(=O)C=C(O2)C5=CC=C(C=C5)O
CC1=CCC2(CCCC(C23C1C3)(C)C)C
COC1=CC(=C2C(=C1)OC(=O)C3=C2OC4=CC(=C(C=C43)O)O)O
C1=CC=CC=C1
CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(C6C5(CCC(C6)O)C)O)(C)O
CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)OC)O
CC1=CC(=O)C2C3C1C2(CCCC3(C)C)C
CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
CN1CCC23C4C5C(CC2=O)C(=CCOC5CC(=O)N4C6=C3C=CC=C6O)C1
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
CCC1CC2CC3(C1N(C2)CCC4=C3NC5=CC(=C(C=C45)OC)C6CC7C(C(CC8=C6NC9=CC=CC=C89)N(CC7=CC)C)C(=O)OC)C(=O)OC
COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)COC5C(C(C(C(O5)O)O)O)O)O)O)O)O
CC(=O)OCC1C(C(C(C(O1)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=C(C=C4)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
C[S+](C)CCC(C(=O)O)N
C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C
CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C
C(C(C1C(=O)C(=C(O1)O)O)O)O
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
C1C(C(OC1N2C=CC(=O)NC2=O)CO)O
CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
CC1=CC(=O)C2=C(O1)C=C3C(=C2OC)C=CO3
CCC(C)C(=O)OC1C(C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C)OC(=O)C
CC1=CC(=O)C2=C(C3=C(C=C2O1)OC(C3)C(C)(C)O)O
CC1C(C(C(C(O1)C2=C3C(=C(C(=C2O)C4C(C(C(C(O4)CO)O)O)O)O)C(=O)C=C(O3)C5=CC=C(C=C5)O)O)O)O
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C
CC1C2CN3CCC4(C3CC2C(=CO1)C(=O)OC)C5=C(C=C(C=C5)OC)NC4=O
CC1C23CC(C14C5(C2N(CC5)CC=C3)C6=CC=CC=C6N4)C(=O)OC.Cl.Cl
CCC12C=CCN3C1C4(CC3)C(C(C2OC(=O)C)(C(=O)OC)O)N(C5=C4C=CC(=C5)OC)C
CC(C)NC(=O)C1=CC=C(C=C1)CNNC
C=CC1C2CC3C4=C(CCN3C(=O)C2=COC1OC5C(C(C(C(O5)CO)O)O)O)C6=CC=CC=C6N4
CC1C(C(C(C(O1)OC2=CC(=C3C(=C2)OC(=C(C3=O)O)C4=CC(=C(C=C4)O)O)O)O)O)O
CCC1(CN2CCC34C1C(C2)CC(C3=NC5=CC=CC=C45)(C6=C(C=C7C(=C6)C89CCN1C8C(C=CC1)(C(C(C9N7C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
CC=C1CN2C3CC1C4(C2CC5(C3NC6=CC=CC=C65)C4O)C(=O)OC
CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(C2)(C(=O)OC)O
CCC1(CN2CCC3=C(C(CC(C2)C1O)(C4=C(C=C5C(=C4)C67CCN8C6C(C=CC8)(C(C(C7N5C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)NC9=CC=CC=C39)O
CCC12CCCN3C1C4(CC3)C5=CC=CC=C5NC4=C(C2)C(=O)OC
CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
CC1C2CC(C(C2COC1=O)(C)OC3C(C(C(C(O3)CO)O)O)O)O
CC(C(=O)O)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)Cl
CC1CCC2C1C(=O)OCC2COC3C(C(C(C(O3)CO)O)O)O
C(C1C(C(C(C(O1)OC2=C(NC(=NC2=O)N)N)O)O)O)O
C1=CC(=CC=C1C2=CC(=O)C3=C(C(=C(C(=C3O2)C4C(C(C(C(O4)CO)O)O)O)O)C5C(C(C(C(O5)CO)O)O)O)O)O
COC1=CC(=C(C=C1)C2CC3=C(C=C(C=C3)O)OC2)O
COC1=C(C=C2C(=C1)C3CC(CC4N3CCCC4)OC(=O)C=CC5=CC2=C(C=C5)O)OC
CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(C6C5(CCC(C6)O)C)O)(C)O
CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(C6C5(CCC(C6)O)C)O)(C)O
CC1C2COC(C3C2CC4[N+]1(C3CC5=C4NC6=C5C=C(C=C6)O)C)O.[Cl-]
CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O
C=CC12CC3C(C(C1C(=C)C(=O)OC2)O)C(=C)C(=O)O3
CC(=C)C(=O)OC1CC23C(O2)CCC(=CC4C1C(=C)C(=O)O4)COC3O
CCCCCC1C(O1)CC=CCCCCCCCC(=O)O
C=CC12CC(C3C(C1C(=C)C(=O)OC2)OC(=O)C3=C)O
C=CC12CC(C3C(C1C(=C)C(=O)OC2)OC(=O)C3=C)OC(=O)C(=C)CO
CC1=CC(=O)C2CC1C2(C)C
CC1CC(=O)C2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O
CC1CCC(=NC1)C(C)C2CCC3C2(CCC4C3CC=C5C4(CCC(C5)O)C)C
CC1CCC2C(C3C(CN2C1)C4CC56C(C4(C(C3O)O)O)CCC7C5(CCC(C7(O6)O)OC(=O)C8=CC(=C(C=C8)OC)OC)C)(C)O
CC1CCC2C(C3(C(CC4(C5CCC6C7(C5(CC4(C3CN2C1)O)OC6(C(CC7)OC(=O)C8=CC(=C(C=C8)OC)OC)O)C)O)O)O)(C)O
CC1CCC(NC1)C(C)C2(C(CC3C2=CCC4C3CC=C5C4(CCC(C5)O)C)O)C
CC1C(CC2=C1C=NC=C2)O
COC1=CC=CC2=C1C3=C(N2)C4CC5C(CCC(C5C(=O)OC)O)CN4CC3
CC=C1CN2C3CC1C(C2CC4=C3NC5=CC=CC=C45)C=O
C1CN2C(=NC3=CC=CC=C3C2=O)C1O
C1CN2CC3=CC=CC=C3N=C2C1O
CC(=O)CCC1=CC(=C(C=C1)O)OC
CC(COC1=CC=CC=C1)NC(C)C(C2=CC(=C(C=C2)O)OC)O.Cl
COC1=C(C=CC(=C1)C=O)O
COC1=C(C=CC(=C1)C(=O)O)O
CC(C)CC(=O)OC1C=C2C(C13CO3)C(OC=C2COC(=O)C)OC(=O)CC(C)C
CC=C(C=O)C1CC2C3=C(CCN2C=C1C(=O)OC)C4=CC=CC=C4N3
CN1C2CC(CC1C(C2)O)O
CC1CCC=C2C1(CC(CC2)C(C)(C)O)C
CC1CCC(C2=C(CCC12)C)C=C(C)C(=O)O
CC(C)C1CCC2(CCCC(=O)C2(C1)C)C
CC(C)CCC=O
CC(C)CC(=O)OC1C2C(=CC(C23CO3)OC(=O)CC(C)(C)OC(=O)C)C(=CO1)COC(=O)C
CC1CCC=C2C1(CC(CC2)C(=C)C)C
CC(C)CC1C(=O)NC(C(=O)N2CCCC2C(=O)NCC(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)N1)C(C)C)CC4=CC=C(C=C4)O)CC5=CNC6=CC=CC=C65
CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=CC(=O)OC5)O)C)O
CC1C2CCC3CC(N2C3)(C4=C1C=CC5=C4CC6C5CC(C7C6(CCC(C7)O)C)O)OC
CC1C2CCC3CC(N2C3)(C4=C1C=CC5=C4CC6C5CC(=O)C7C6(CCC(C7)O)C)O
CC1C2CCC3CC(N2C3)(C4=C1C=CC5=C4CC6C5CC(C7C6(CCC(C7)O)C)O)O
CC1=C(C(=C2C(=C1O)C3(C(=CC(=O)C(C3=O)C(=O)C)O2)C)C(=O)C)O
CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C
CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C
CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
CSC1=C(SC2=C1N=C3C(=N2)NC(=NC3=O)N)C(CO)O
CC1=CCC(CC1)C(C)(CO)O
CCC(C)C1C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(CSSCC(C(=O)NC(C(=O)NCC(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCNC(=N)N)CC(=O)O)CCSC)CCCNC(=N)N)CC2=CC=CC=C2)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C3CCCN3C(=O)C(C)NC(=O)C(C(C)O)N)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC5=CC=C(C=C5)O)C(=O)O)CC(C)C)CO)CCC(=O)N)C
C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
CC12CCC(C(C1CCC3(C2C=CC4=C5CC6(CC(C5(CCC43C)C)OC6=O)C)C)(C)CO)O
CC(=CCC1=C(C(=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O)C
C1C(C(C(C(O1)OC(=O)C2=CC(=C(C=C2)O)O)O)O)O
CC(=CCC1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=CC(=C3O)O)OC)O)O)C
C1=CNC(=O)NC1=O
CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl
C1C[N+]2=CC3=CC4=C(C=C3C5=CC(=CC1=C52)O)OCO4
CCCCCCCCCC=C
CCCCCCCCCC=C
CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCO)C)C)C)C)C)C)C)C)C)C)C
CCCCCCCC1CCC(=O)O1
CS(=O)C
CCCCCCCCCCC=O
CC1C2CN3CCC4(C3CC2C(=CO1)C(=O)OC)C5=CC=CC=C5NC4=O
CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-]
CC1=CC(=O)C2(C1C2)C(C)C
CC1=CC(=O)OC2=C1C=CC(=C2)OC(=O)C
C1C(C2C(C1O)C=COC2OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O)CO
CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC(CO)C(=C)C)C)C)C)C)C
C(C1C(C(C(C(O1)O)O)O)O)O
C(C(C1C(=O)C(=C(O1)O)O)O)O
CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-]
C1CC2(CC=C1)COC(OC2)C3=CC=CO3
CC(C)C(=O)C1=C(C(=C(C(C1=O)(C)C)O)CC2=C(C(=C3C(=C2O)C=CC(O3)(C)C)C(=O)C(C)C)O)O
CC(C)C(=O)C1=C(C(=C(C(=C1O)CC2=C(C(C(=O)C(=C2O)C(=O)C(C)C)(C)C)O)O)CC=C(C)C)O
CC1C(C2=C(O1)C=C(C3=C2OC(CC3=O)C4=CC=C(C=C4)O)O)(C)C
CC1(CCCC2C1CC3=C(C=C(C4=C3OC(=CC4=O)C5=CC(=C(C=C5)O)OC)O)OC2)C
CCCCCC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O
CC1(CCCC1)O
COC1=CC=C(C=C1)CCN
CCC(C)OC(=O)C1=CC(CC2=C1C=CC=C2C(=O)C=C(O)O)C(=O)O
COC1=CC2=C(C=C1)C3=C(CN4CCCC4C3O)C5=CC(=C(C=C52)OC)OC
COC1=CC2=C(C=C1)C3=C(CN4CCCC4C3O)C5=CC(=C(C=C52)O)OC
COC1=C(C=C2C(=C1)C3=C(CN4CCCC4C3)C5=CC(=C(C=C52)OC)OC)OC
COC1=C(C2=C(C=C1)C3=C(CC4CCCN4C3)C5=CC(=C(C=C52)OC)OC)OC
CC(=C)C1C2C(C3(C4(CO4)C5C(C3(C1C(=O)O2)O)O5)C)O
CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-]
CC1=CC=C(C=C1)C(C)CC(=O)C=C(C)C
CC(C)C(=C)CCC(C1C(CC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C)O)C(=O)O
C=C(C(CO)O)C(=O)OC1C(C(C(C(O1)CO)O)O)O
C=C(CCO)C(=O)OC1C(C(C(C(O1)CO)O)O)O
CC1=CC2C(C(CC(=CCC1)C)OC(=O)C)C(=C)C(=O)O2
C=C1CCOC1=O
CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C)OCCC3=CC(=C(C=C3)O)O)COC(=O)C=CC4=CC(=C(C=C4)O)O)O)O)O)O
CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C)OCCC3=CC(=C(C=C3)O)O)COC(=O)C=CC4=CC(=C(C=C4)O)O)O)O)O)O
CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C6C(CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC
CCC1C2CCCCN3C2C(CC3C4CC(C(=O)O4)C)C5C1OC(=O)C5C
CC1(C=CC2=CC3=C(C=C2O1)OC4C3(COC5=C4C=CC(=C5)O)O)C
C1CC(=O)C(C1CC(=O)O)CC=CCCOC2C(C(C(C(O2)CO)O)O)O
C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4C(=O)C3=N2
C1=CC2=C(C=C1C(=O)O)C(=O)OC2=O
C1=CC=C(C=C1)NC2=CC=C(C=C2)N=NC3=CC=C(C=C3)S(=O)(=O)O
CC(C)C12CC1C(=C)C(C2)OC(=O)C
C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl
C(CO)O
C(C1C(C(C(C(O1)O)O)O)O)O
C(C(C1C(=O)C(=C(O1)O)O)O)O
CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-]
C(CC(=O)O)CN
CC1C2C(CC3(C2(CC(=O)C4(C3CC=C5C4C=C(C(=O)C5(C)C)O)C)C)C)OC(CC1=O)C(C)(C)O
CCCCO[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](OCCCC)(O[Si](C)(C)C)O[Si](C)(C)C
CC1(C2CCC3(C(C2(CCC1O)C)CC=C4C3(CCC5(C4CC(CC5O)(C)C(=O)O)C)C)C)C
CC1(C2CCC3(C(C2(CCC1O)C)CC=C4C3(CCC5(C4CC(CC5O)(C)C(=O)O)C)C)C)C
CC(C)C1=CC(=C2C(=C1OC)CCC3C2(CCC(=O)C3(C)CO)C)O
C(CC(=O)O)CN
CC(C)C1=CC(=C2C(=C1OC)CCC3C2(CCC(=O)C3(C)C)C)O
CC1=C(CCC2(C1CCC3=C(C(=C(C=C32)OC)C(C)C)O)C)C(=O)O
CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2=O)O7)COC6=O)C
CC(C)C12C(O1)C3(CCC4C(C3=CC2=O)(CCCC4(C)C(=O)OC)C)O
CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C
CC(C)C12C(O1)C3C4(O3)C5(CCC6=C(C5CC7C4(C2O)O7)COC6=O)C
CC1=C(CCC2(C1CCC3=C2C=CC(=C3OC)C(C)C)C)C(=O)O
CC12CCC(CC1C3(CCC4(C(=CC=C5C4=CC(=O)C(=C5)O)C3(CC2)C)C)C)(C)C(=O)O
CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-]
CC(C)C12C(O1)C3C4(O3)C5(CC(C6=C(C5CC7C4(C2O)O7)COC6=O)O)C
COC1=CC=C(C=C1)C(OC)OC
C1=CC=CC=C1
CCC(C)C(=O)OC1CC(C2CC(C(=C2C3C1(C(C(=O)O3)(C)O)O)C)OC(=O)C(=CC)C)(C)OC(=O)C
CN1CCC2=CC3=C4C=C2C1CC5=CC(=C(C=C5)OC)OC6=CC=C(CC7C8=C(O4)C(=C(C=C8CCN7)OC)O3)C=C6
CN1CCC2=CC(=C(C3=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=CC(=C(C=C7CCN6)OC)O3)O)O)OC
CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C(=O)OC
CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C(=O)OC
CC(=O)OC1C(COC(C1OC2C(C(C(CO2)O)O)O)OC3CCC45CC46CCC7(C(C(CC7(C6CC(C5C3(C)C)OC8C(C(C(CO8)O)O)O)C)O)C9(CCC(O9)C(C)(C)O)C)C)O
CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)OC7C(C(C(CO7)O)O)O)OC8C(C(C(CO8)O)O)OC9C(C(C(CO9)O)O)O)C
C[N+]1=CC=CC(=C1)C(=O)[O-]
C1C2C(C3=C(O1)C=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O)OC5=CC6=C(C=C25)OCO6
C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O
CCCCCCCCCCCC=C
CCCCCCC(=O)CCCCCC
CCOC(=O)CCCCCCCCCCCCC1CCC=C1
CCCCCCC1=C(C=C(C=C1)O)O
CCCCCCCCCCCCC=O
CC1(C2CC3C1(C3C2)C)C
CCCCCCCCCCCCCC=CCCCCCCCC
CCCCCCCCCCCCCC=CCCCCCCCC
COC(=O)C1=CC=CC=C1O
CCCCCCCCCCCCCCCCCCCCCCC
